EmployeeID,Tenure,Department,Role,MonthlyHours,LastPromotion,Salary,Attrition,RiskPercentage,Driver1,Driver2,Driver3
EMP0069,24,Engineering,Staff Engineer,154,10,124452.78,0,31.9,Tenure,LastPromotion,Salary
EMP0070,11,Finance,Finance Manager,171,6,122734.27,0,40.6,Salary,Role Overload,Tenure
EMP0071,47,HR,HR Generalist,176,45,58509.06,0,45.4,Tenure,Salary,Role Overload
EMP0072,10,Engineering,Software Engineer,158,7,60978.75,0,66.2,Market Competitiveness,Salary,MonthlyHours
EMP0073,61,Marketing,Marketing Specialist,179,7,55334.53,0,61.6,Tenure,Salary,MonthlyHours
EMP0074,56,Engineering,Software Engineer,186,37,72067.43,0,58.0,Tenure,Role Overload,MonthlyHours
EMP0075,42,HR,Recruiter,183,19,53085.49,0,73.2,Salary,Tenure,MonthlyHours
EMP0076,11,Sales,Account Executive,171,1,68012.91,1,29.9,Role Overload,MonthlyHours,LastPromotion
EMP0077,48,Sales,Sales Representative,168,2,65257.12,0,42.6,Salary,MonthlyHours,LastPromotion
EMP0078,83,Sales,Sales Manager,159,44,103640.61,1,47.3,Tenure,Salary,Market Competitiveness
EMP0079,8,HR,Recruiter,188,1,70234.19,0,37.4,MonthlyHours,Market Competitiveness,Salary
EMP0080,113,Marketing,Growth Hacker,140,6,65871.79,0,51.9,Tenure,Market Competitiveness,Salary
EMP0081,88,Operations,Operations Manager,171,44,113925.83,0,49.5,Salary,Tenure,Role Overload
EMP0082,26,HR,HR Manager,157,7,124085.71,0,33.0,MonthlyHours,Salary,Market Competitiveness
EMP0083,12,Operations,Operations Manager,152,4,113035.59,0,40.8,Role Overload,Salary,Market Competitiveness
EMP0084,18,HR,HR Manager,176,5,132646.52,0,19.6,Role Overload,Tenure,Market Competitiveness
EMP0085,29,Engineering,Senior Engineer,164,27,88698.61,0,39.3,Salary,Market Competitiveness,Tenure
EMP0086,8,Engineering,Software Engineer,181,7,66084.14,0,48.4,Tenure,Role Overload,LastPromotion
EMP0087,8,Finance,Finance Manager,153,3,114485.67,0,47.3,LastPromotion,MonthlyHours,Role Overload
EMP0088,2,Operations,Operations Manager,175,1,104848.84,0,27.3,Tenure,Role Overload,Salary
EMP0089,61,Operations,Director of Operations,159,19,199775.76,0,50.6,Salary,Tenure,MonthlyHours
EMP0090,2,Marketing,VP of Marketing,181,0,187946.66,0,37.0,Role Overload,Market Competitiveness,LastPromotion
EMP0091,8,Marketing,Growth Hacker,162,2,59276.32,0,49.2,MonthlyHours,Salary,LastPromotion
EMP0092,9,Finance,Financial Analyst,215,7,62401.4,0,87.7,Salary,Tenure,LastPromotion
EMP0093,5,Finance,Accountant,184,0,74864.1,0,20.8,LastPromotion,Role Overload,MonthlyHours
EMP0094,52,HR,VP of HR,158,18,180928.47,0,26.6,Tenure,Role Overload,MonthlyHours
EMP0095,2,Sales,VP of Sales,173,1,202034.14,1,46.4,Tenure,Market Competitiveness,MonthlyHours
EMP0096,37,Marketing,Marketing Specialist,170,29,71343.16,0,32.9,LastPromotion,Role Overload,MonthlyHours
EMP0097,95,Engineering,Engineering Manager,206,8,101990.19,0,48.7,Tenure,Market Competitiveness,LastPromotion
EMP0098,54,Sales,VP of Sales,151,34,152606.49,0,41.6,Tenure,Role Overload,Salary
EMP0099,18,Finance,Accountant,174,12,70379.44,1,37.2,LastPromotion,Tenure,Role Overload
EMP0100,4,Finance,Financial Analyst,191,0,69709.93,0,52.4,Tenure,Market Competitiveness,Role Overload
EMP0101,35,Finance,Financial Analyst,168,0,75235.77,0,45.5,Market Competitiveness,MonthlyHours,LastPromotion
EMP0102,12,Finance,Accountant,179,4,72093.6,0,43.2,Tenure,MonthlyHours,Salary
EMP0103,12,Operations,Operations Manager,161,7,123557.03,0,41.9,MonthlyHours,LastPromotion,Market Competitiveness
EMP0104,32,Marketing,VP of Marketing,174,30,149304.44,0,39.1,LastPromotion,MonthlyHours,Market Competitiveness
EMP0105,2,Marketing,VP of Marketing,157,1,202334.66,0,41.8,Salary,Tenure,LastPromotion
EMP0106,36,Sales,Sales Manager,168,34,119045.87,0,45.6,Tenure,Market Competitiveness,Role Overload
EMP0107,12,Sales,Sales Manager,158,9,104156.33,0,55.1,Market Competitiveness,Role Overload,LastPromotion
EMP0108,8,HR,Recruiter,155,7,72159.75,0,45.0,MonthlyHours,Market Competitiveness,LastPromotion
EMP0109,7,Sales,Account Executive,161,2,63932.44,0,75.4,LastPromotion,Salary,Role Overload
EMP0110,108,Operations,Operations Specialist,180,38,71277.86,0,46.3,Tenure,Salary,MonthlyHours
EMP0111,2,Sales,Sales Manager,182,1,121164.06,0,37.1,LastPromotion,Market Competitiveness,Role Overload
EMP0112,11,Marketing,Marketing Manager,177,6,129983.33,0,35.7,Tenure,Market Competitiveness,MonthlyHours
EMP0113,26,HR,HR Generalist,186,15,58821.44,0,59.0,LastPromotion,Salary,Role Overload
EMP0114,50,Engineering,Engineering Manager,176,8,128517.07,0,43.5,Salary,Tenure,LastPromotion
EMP0115,30,Marketing,Growth Hacker,175,10,73040.1,0,46.4,Market Competitiveness,Role Overload,Tenure
EMP0116,173,Finance,Financial Analyst,199,9,77390.28,0,70.3,Tenure,Market Competitiveness,MonthlyHours
EMP0117,68,HR,VP of HR,187,42,201712.99,0,61.0,Tenure,Market Competitiveness,MonthlyHours
EMP0118,3,Operations,Director of Operations,157,1,148223.67,0,28.5,Salary,Role Overload,Market Competitiveness
EMP0119,127,Sales,VP of Sales,162,27,183826.05,0,31.4,Tenure,Role Overload,MonthlyHours
EMP0120,8,Finance,Finance Manager,158,5,116260.25,0,33.7,Market Competitiveness,Salary,Role Overload
EMP0121,53,Engineering,Engineering Manager,158,29,101544.88,0,39.4,Tenure,Salary,Role Overload
EMP0122,101,HR,VP of HR,168,29,194306.43,1,47.9,Role Overload,Tenure,MonthlyHours
EMP0123,6,Marketing,VP of Marketing,162,3,169074.34,0,45.8,MonthlyHours,Tenure,LastPromotion
EMP0124,27,Marketing,VP of Marketing,163,9,188392.26,0,41.7,Salary,Market Competitiveness,MonthlyHours
EMP0125,35,Sales,Account Executive,174,6,51373.78,0,62.8,Salary,LastPromotion,MonthlyHours
EMP0126,64,Operations,Operations Manager,179,1,132141.32,1,46.9,Tenure,MonthlyHours,LastPromotion
EMP0127,20,Engineering,Software Engineer,183,7,51811.85,0,53.3,Salary,Tenure,LastPromotion
EMP0128,30,Marketing,Growth Hacker,164,5,73692.56,0,38.8,Role Overload,Market Competitiveness,MonthlyHours
EMP0129,38,Finance,Finance Manager,185,3,105912.71,0,28.1,Tenure,Market Competitiveness,LastPromotion
EMP0130,7,Marketing,Growth Hacker,176,2,56247.59,0,89.4,Role Overload,Salary,Tenure
EMP0131,8,Finance,Finance Manager,178,5,121939.88,0,48.9,Tenure,Market Competitiveness,LastPromotion
EMP0132,1,Engineering,Software Engineer,150,0,55242.25,0,38.0,Tenure,Salary,Role Overload
EMP0133,15,HR,HR Generalist,166,0,56169.05,0,49.9,Market Competitiveness,Salary,Role Overload
EMP0134,7,Operations,Director of Operations,164,6,144563.6,1,49.7,Salary,Tenure,Role Overload
EMP0135,51,Marketing,Growth Hacker,165,7,71352.43,0,41.1,Tenure,MonthlyHours,Salary
EMP0136,10,Operations,Operations Specialist,177,4,58499.34,0,75.9,Salary,LastPromotion,Tenure
EMP0137,123,Marketing,Marketing Manager,183,52,95679.26,0,31.7,Tenure,Salary,MonthlyHours
EMP0138,9,HR,Recruiter,177,3,55309.67,1,39.7,MonthlyHours,Salary,LastPromotion
EMP0139,117,Operations,Director of Operations,172,44,149737.6,0,40.1,Market Competitiveness,Tenure,MonthlyHours
EMP0140,5,HR,HR Manager,198,0,113110.7,0,65.2,LastPromotion,MonthlyHours,Tenure
EMP0141,17,Engineering,Engineering Manager,183,14,105690.4,0,28.0,MonthlyHours,Tenure,Salary
EMP0142,22,Finance,Financial Analyst,179,21,54840.6,0,54.1,Salary,Market Competitiveness,MonthlyHours
EMP0143,13,HR,VP of HR,192,2,194047.58,0,52.7,Market Competitiveness,Role Overload,LastPromotion
EMP0144,6,HR,HR Generalist,193,0,75726.69,0,40.5,Market Competitiveness,Salary,LastPromotion
EMP0145,1,Sales,Sales Representative,184,0,65470.12,0,38.7,Market Competitiveness,Role Overload,Salary
EMP0146,52,HR,HR Generalist,170,11,74468.82,0,39.1,Role Overload,Market Competitiveness,Tenure
EMP0147,34,Engineering,Engineering Manager,190,13,131071.71,1,49.6,Salary,LastPromotion,MonthlyHours
EMP0148,35,Engineering,Software Engineer,170,26,60001.86,0,65.3,LastPromotion,Salary,Market Competitiveness
EMP0149,12,Marketing,Marketing Specialist,195,1,64655.84,0,58.7,MonthlyHours,Salary,LastPromotion
EMP0150,10,Marketing,Growth Hacker,180,3,74040.16,0,40.2,MonthlyHours,Market Competitiveness,Role Overload
EMP0151,1,Finance,Finance Manager,175,0,116954.79,1,49.0,Salary,Market Competitiveness,Role Overload
EMP0152,10,Engineering,Software Engineer,176,2,77820.49,0,33.3,Role Overload,Market Competitiveness,MonthlyHours
EMP0153,52,Marketing,VP of Marketing,173,34,153584.38,0,45.2,Role Overload,Tenure,Salary
EMP0154,146,Sales,Account Executive,181,15,70024.02,0,60.4,Tenure,LastPromotion,Role Overload
EMP0155,3,Marketing,Marketing Specialist,144,2,50716.39,0,46.8,LastPromotion,Salary,Tenure
EMP0156,27,Finance,Financial Analyst,160,0,51458.68,0,66.0,Role Overload,Salary,Market Competitiveness
EMP0157,49,HR,HR Generalist,193,42,65011.78,0,52.2,Market Competitiveness,Tenure,Salary
EMP0158,25,HR,VP of HR,168,19,178386.15,0,19.8,MonthlyHours,Salary,Market Competitiveness
EMP0159,21,Finance,Finance Manager,178,11,125733.68,0,32.7,Salary,MonthlyHours,Role Overload
EMP0160,47,Finance,Finance Manager,172,24,113869.35,0,45.2,Salary,Market Competitiveness,LastPromotion
EMP0161,5,Marketing,VP of Marketing,180,2,149180.72,0,53.8,Role Overload,LastPromotion,Salary
EMP0162,57,Marketing,Marketing Manager,175,53,132949.67,1,51.6,Salary,Tenure,LastPromotion
EMP0163,99,Marketing,VP of Marketing,187,15,158087.68,0,17.9,Tenure,MonthlyHours,Salary
EMP0164,12,Sales,VP of Sales,185,0,168690.69,0,26.7,MonthlyHours,LastPromotion,Market Competitiveness
EMP0165,11,Finance,Finance Manager,193,6,115879.26,0,58.7,Salary,Market Competitiveness,Role Overload
EMP0166,67,Finance,Finance Manager,161,22,96012.84,0,46.6,Market Competitiveness,Salary,Tenure
EMP0167,116,Sales,Account Executive,183,18,70213.11,0,40.2,Tenure,Salary,Market Competitiveness
EMP0168,7,Engineering,Senior Engineer,162,3,84122.4,0,42.6,Market Competitiveness,Role Overload,LastPromotion
EMP0169,4,Marketing,Marketing Specialist,178,3,77238.83,0,41.4,Market Competitiveness,LastPromotion,Role Overload
EMP0170,46,Sales,Account Executive,167,42,67213.76,0,34.8,Market Competitiveness,MonthlyHours,Salary
EMP0171,58,Sales,Account Executive,162,8,60499.6,1,50.9,Tenure,MonthlyHours,Salary
EMP0172,17,Sales,VP of Sales,199,9,160900.16,0,69.7,Role Overload,MonthlyHours,Salary
EMP0173,35,Operations,Operations Specialist,178,14,58804.55,0,37.6,Market Competitiveness,Salary,MonthlyHours
EMP0174,47,Finance,Financial Analyst,188,15,64640.9,0,57.3,LastPromotion,Salary,Tenure
EMP0175,76,Engineering,Staff Engineer,187,56,120611.25,0,55.9,Tenure,LastPromotion,Role Overload
EMP0176,5,HR,VP of HR,156,4,207814.17,0,28.3,LastPromotion,MonthlyHours,Tenure
EMP0177,22,Finance,Accountant,189,3,77524.56,0,40.3,MonthlyHours,Salary,Tenure
EMP0178,82,Finance,Accountant,189,25,61735.42,0,61.2,Market Competitiveness,Salary,Tenure
EMP0179,42,Operations,Operations Manager,167,2,97216.27,0,33.7,Salary,Tenure,LastPromotion
EMP0180,26,Sales,Account Executive,161,6,56169.2,0,37.7,Role Overload,Salary,Market Competitiveness
EMP0181,3,HR,Recruiter,185,2,50801.48,0,67.0,Market Competitiveness,Salary,LastPromotion
EMP0182,3,Finance,Finance Manager,174,0,116939.36,1,33.6,MonthlyHours,Salary,LastPromotion
EMP0183,47,Finance,Accountant,194,40,50552.67,0,73.2,Tenure,Salary,Market Competitiveness
EMP0184,14,HR,VP of HR,152,6,189573.94,0,51.2,MonthlyHours,Role Overload,Tenure
EMP0185,7,Engineering,Staff Engineer,190,5,128659.04,0,62.9,Role Overload,Tenure,Salary
EMP0186,2,Finance,Accountant,187,1,50839.08,0,47.6,Role Overload,Salary,MonthlyHours
EMP0187,2,Sales,Sales Manager,170,1,101068.16,1,29.4,Role Overload,Market Competitiveness,Tenure
EMP0188,23,Operations,Operations Manager,165,17,104125.95,1,20.1,Tenure,Market Competitiveness,LastPromotion
EMP0189,51,Engineering,Staff Engineer,184,24,108432.98,1,66.3,Tenure,LastPromotion,MonthlyHours
EMP0190,39,Engineering,Staff Engineer,150,23,121642.63,0,46.0,Market Competitiveness,Tenure,Salary
EMP0191,46,Marketing,VP of Marketing,164,36,174600.66,0,42.6,Tenure,LastPromotion,Role Overload
EMP0192,1,Engineering,Software Engineer,167,0,64379.82,0,84.6,Salary,MonthlyHours,Role Overload
EMP0193,47,HR,HR Generalist,166,26,57869.19,1,80.0,LastPromotion,Salary,Tenure
EMP0194,31,Operations,Director of Operations,196,14,197107.23,0,66.5,Market Competitiveness,MonthlyHours,Tenure
EMP0195,124,Finance,Accountant,145,42,77956.0,0,68.7,Tenure,Salary,LastPromotion
EMP0196,12,Engineering,Engineering Manager,171,10,110966.82,0,39.5,Market Competitiveness,Role Overload,Tenure
EMP0197,1,Sales,Sales Representative,188,0,56912.46,0,57.6,Salary,Market Competitiveness,MonthlyHours
EMP0198,49,Sales,Account Executive,174,6,70609.99,0,56.8,Tenure,MonthlyHours,LastPromotion
EMP0199,81,Engineering,Engineering Manager,175,51,132193.32,0,75.5,Role Overload,Tenure,Salary
EMP0200,5,HR,VP of HR,179,3,206782.87,0,45.0,Market Competitiveness,LastPromotion,Role Overload
EMP0201,48,Sales,Sales Representative,167,29,77927.49,0,48.5,Role Overload,LastPromotion,Salary
EMP0202,106,Sales,Sales Manager,181,47,115930.48,0,49.7,Tenure,Market Competitiveness,Role Overload
EMP0203,22,Finance,Accountant,168,2,74155.66,0,24.7,Salary,LastPromotion,MonthlyHours
EMP0204,60,Sales,Sales Representative,170,11,58053.76,0,66.8,Tenure,Salary,LastPromotion
EMP0205,10,Marketing,Marketing Specialist,178,6,68414.5,0,54.2,Market Competitiveness,Salary,Tenure
EMP0206,93,Marketing,Marketing Manager,136,18,120122.5,0,52.2,Tenure,Role Overload,Salary
EMP0207,18,HR,HR Generalist,191,12,62400.86,1,84.1,Salary,Tenure,LastPromotion
EMP0208,35,Finance,Finance Manager,161,7,133041.85,1,51.4,Role Overload,Salary,Market Competitiveness
EMP0209,16,Engineering,Senior Engineer,185,12,101744.6,1,46.0,Salary,Market Competitiveness,MonthlyHours
EMP0210,1,Engineering,Software Engineer,188,0,55872.38,0,58.2,Market Competitiveness,Salary,Tenure
EMP0211,15,Engineering,Staff Engineer,180,11,121230.84,0,64.7,MonthlyHours,Salary,LastPromotion
EMP0212,25,Finance,VP of Finance,175,6,159472.4,0,43.2,Salary,Tenure,MonthlyHours
EMP0213,4,HR,HR Manager,145,2,124496.28,0,38.1,Market Competitiveness,Salary,LastPromotion
EMP0214,21,Sales,Sales Representative,179,9,51536.05,1,76.0,Salary,Role Overload,Market Competitiveness
EMP0215,26,Engineering,Senior Engineer,146,19,101155.7,0,51.2,Tenure,Salary,Role Overload
EMP0216,60,Marketing,Marketing Manager,181,3,128523.29,0,27.3,MonthlyHours,Tenure,Salary
EMP0217,34,HR,HR Generalist,174,18,63491.22,0,78.3,Tenure,Salary,Market Competitiveness
EMP0218,4,Engineering,Staff Engineer,166,2,134256.44,0,38.4,Role Overload,MonthlyHours,LastPromotion
EMP0219,18,Engineering,Software Engineer,179,3,52289.26,0,54.2,Role Overload,Salary,MonthlyHours
EMP0220,5,Operations,Operations Manager,184,0,111619.18,1,37.1,LastPromotion,Tenure,Salary
EMP0221,114,Operations,Operations Specialist,171,9,57197.28,0,50.6,LastPromotion,Salary,Tenure
EMP0222,23,Finance,Financial Analyst,182,15,68942.4,0,51.3,Tenure,Role Overload,Market Competitiveness
EMP0223,4,Marketing,Growth Hacker,187,0,50598.94,0,54.5,Market Competitiveness,Salary,MonthlyHours
EMP0224,3,Marketing,Marketing Manager,172,1,105896.97,1,25.8,Tenure,LastPromotion,Market Competitiveness
EMP0225,8,Finance,Accountant,168,5,58124.3,1,42.8,Tenure,Salary,LastPromotion
EMP0226,118,Sales,Sales Manager,161,39,110981.29,0,40.9,Tenure,MonthlyHours,Market Competitiveness
EMP0227,33,Finance,Finance Manager,185,26,109019.47,0,36.8,MonthlyHours,LastPromotion,Tenure
EMP0228,14,Marketing,Growth Hacker,163,2,65725.2,0,40.2,LastPromotion,Market Competitiveness,MonthlyHours
EMP0229,14,HR,HR Manager,185,2,115266.71,1,26.0,Salary,Tenure,MonthlyHours
EMP0230,3,Finance,VP of Finance,161,1,174842.22,0,51.4,Role Overload,LastPromotion,MonthlyHours
EMP0231,50,HR,VP of HR,173,40,162524.29,0,70.3,Tenure,LastPromotion,Role Overload
EMP0232,9,HR,HR Generalist,172,0,58165.31,1,77.6,Market Competitiveness,Salary,Role Overload
EMP0233,22,Marketing,VP of Marketing,160,20,202701.74,1,28.5,Tenure,Salary,MonthlyHours
EMP0234,42,Finance,Finance Manager,198,12,134105.41,1,63.5,Role Overload,LastPromotion,MonthlyHours
EMP0235,20,Finance,Accountant,175,0,69967.96,0,44.5,Market Competitiveness,Role Overload,LastPromotion
EMP0236,33,Finance,Finance Manager,151,27,102353.03,0,32.6,Market Competitiveness,Salary,MonthlyHours
EMP0237,38,Engineering,Engineering Manager,179,22,131395.5,0,31.0,Market Competitiveness,MonthlyHours,LastPromotion
EMP0238,59,Finance,Financial Analyst,206,40,64196.27,0,79.4,Tenure,Salary,Market Competitiveness
EMP0239,17,Engineering,Engineering Manager,175,4,125526.96,0,28.8,MonthlyHours,LastPromotion,Tenure
EMP0240,14,Finance,Financial Analyst,156,2,67223.79,0,42.7,LastPromotion,Salary,MonthlyHours
EMP0241,66,Operations,Operations Manager,179,39,133734.19,0,53.5,Tenure,Salary,Role Overload
EMP0242,15,Sales,Account Executive,192,14,64528.7,0,71.8,Market Competitiveness,Role Overload,Salary
EMP0243,34,Finance,Accountant,179,13,53570.88,0,43.2,LastPromotion,Tenure,Salary
EMP0244,10,Finance,Finance Manager,171,7,128070.23,1,54.1,Tenure,Market Competitiveness,MonthlyHours
EMP0245,77,HR,HR Generalist,139,10,74143.31,1,40.6,Tenure,Market Competitiveness,LastPromotion
EMP0246,80,Marketing,Growth Hacker,163,44,71440.35,0,74.0,Tenure,LastPromotion,Market Competitiveness
EMP0247,75,HR,VP of HR,183,6,199721.22,0,33.1,Salary,Role Overload,Tenure
EMP0248,63,Operations,Operations Specialist,175,14,72310.73,0,50.8,Tenure,Market Competitiveness,Salary
EMP0249,24,HR,Recruiter,165,10,62480.69,1,58.4,LastPromotion,Market Competitiveness,Salary
EMP0250,22,Sales,VP of Sales,166,8,162562.06,0,44.8,LastPromotion,Market Competitiveness,Salary
EMP0251,20,Finance,VP of Finance,190,16,186502.85,0,22.6,Role Overload,MonthlyHours,LastPromotion
EMP0252,9,Operations,Operations Specialist,166,8,53102.41,0,57.6,LastPromotion,Salary,Role Overload
EMP0253,54,Sales,Sales Manager,188,45,123650.16,0,62.0,Market Competitiveness,Tenure,Role Overload
EMP0254,42,Marketing,Marketing Manager,156,24,105763.31,0,29.8,MonthlyHours,Market Competitiveness,Salary
EMP0255,34,Operations,Operations Specialist,165,22,73107.96,0,38.6,Market Competitiveness,LastPromotion,MonthlyHours
EMP0256,74,Sales,VP of Sales,146,35,158201.85,0,40.0,Tenure,Salary,Role Overload
EMP0257,73,Finance,Financial Analyst,179,10,52733.86,0,48.1,Tenure,Salary,Role Overload
EMP0258,32,Sales,VP of Sales,171,22,206985.8,0,29.3,MonthlyHours,Salary,Role Overload
EMP0259,17,Finance,Accountant,168,8,65869.5,0,28.1,Tenure,Role Overload,MonthlyHours
EMP0260,36,Marketing,Marketing Specialist,159,24,60185.91,0,45.8,Salary,Role Overload,LastPromotion
